,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS,OPS
PitcherID,10000001,10000004,10000007,10000012,10000060,10000066,10000071,10000095,10000096,10000101,10000113,10000117,10000151,10000153,10000155,10000184,10000189,10000193,10000202,10000247,10000249,10000250,10000276,10000291,10000328,10000330,10000335,10000342,10000364,10000367,10000371,10000372,10000421,10000426,10000432,10000466,10000469,10000506,10000519,10000520,10000555,10000556,10000564,10000567,10000569,10000602,10000613,10000622,10000694,10000746,10000748,10000786,10000805,10000807,10000842,10000843,10000848,10000850,10000886,10000895,10000931,10000970,10000977,10000981,10000986,10001017,10001025,10001031,10001064,10001065,10001072,10001150,10001154,10001157,10001161,10001186,10001187,10001191,10001202,10001203,10001243,10001250,10001290,10001303,10001305,10001333,10001335,10001337,10001345,10001350,10001353,10001629,10001986,10001993,10002046,10002058,10002066,10002077,10002091,10002098,10003142,10003206,10003212,10003259,10003284,10003322,10003325,10003360,10004421,10005232,10005234,10005288,10005290,10005294,10005311,10005315,10005327,10005337,10005349,10005351,10005587,10005787,10005835,10005848,10005879,10005913,10006172,10006183,10006353,10006438,10006571,10006766,10006824,10007245,10007361,10007523,10008667
BatterID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000029,0.782724604886135,0.5103051119975173,0.7445708017532389,0.3763373117249935,0.493306283567159,0.6205047991180332,0.7954073641711311,0.8504822063263672,0.36773590582098376,0.014934074704968504,1.2976859789706436,-0.13172265636560615,0.788488912022984,0.6112584153700139,0.5519627643787628,0.7647302854091712,1.0319496268067625,0.6656837314485364,0.8466774328586142,0.3093470771675788,0.8109610614386557,0.7164670903147009,0.43867621468061335,0.8897648139818017,0.9684975911773348,0.8970891802070272,1.0012690827598998,0.47618567492839814,1.4916143674999474,0.7084948471278665,0.43762901630291384,1.3432802863428783,1.193050187345067,0.6630864999826298,0.9505002379528245,0.7136602205995249,0.47222992867622826,0.7569908870527065,0.9943848449360245,0.7725462081996215,0.30307607507262035,0.5701273591556726,1.1165450538987598,0.8929304048615779,1.4820031889228438,0.5477115421652742,1.0209279410894003,1.4452653312517592,0.8991944590325908,-0.03543807482022624,0.5306120288580677,0.19462834525253567,0.6487014806043769,0.6575625764172903,0.4349602618048127,0.47176150087257424,0.561474506941911,0.3076385181755262,0.8365099811851124,0.6229429919475977,1.5017606046703271,0.26061115175794747,0.617972974157208,0.9250639233527067,0.9279317575145797,0.5005213024736809,1.0983523386470497,0.18441898982010602,0.48686139821831514,0.30005377685259527,0.6053277579664001,0.7230287812003434,1.0516895028110054,0.8859541700035583,1.150909304429741,0.992281377084871,0.6459089423571865,0.4796935821907037,0.6840190402558817,0.42555567778324443,0.8909756520958895,0.8686711598007848,0.5043983581832372,0.5606051150286526,0.49673145792513174,0.5714211314372432,0.1883686186156082,0.9595047266307302,0.6516964738526483,1.198908949555437,1.3098793469213177,0.7533448241020752,0.5618098115637922,0.08108531468689895,1.0833929337893295,0.6786543347795871,0.969817157040257,0.18789311217803506,0.5793986331247478,0.7668602768651378,1.4339397342080105,0.7711493289537419,0.1731211392827078,0.3528181290396357,0.955962044209029,0.550915686509014,0.6644521895496626,0.6539333215432415,0.17528738878778688,0.5294934714018732,0.5773778179269968,0.7631015728305807,1.5172225976184843,0.8239529030651327,0.6676134673119323,0.5410686091792489,0.6445110952095212,0.6808980173187931,0.687410148884842,1.0830183896913026,0.9686270870533064,1.0043237721685643,0.8643087263522481,0.35716591604640613,0.35971463700459777,0.9689542529088389,0.5715150085152145,0.8430105477683564,0.663452965518202,0.2237728642861793,0.9900017182013015,0.2012863403466548,0.7117601143560262,0.6893437840115813,0.3406062397977921,0.16894399185008116,0.07149105952709774
10000031,0.4989885479754763,0.7749861864413057,0.48881973840682,0.8825938488378221,0.2821675619526917,0.5859482522013327,0.9412073540875638,1.5960274338595082,0.47128238442769743,0.2153089818647739,1.163957010725612,-0.07887934729919306,0.803251689907842,0.5150570754516642,0.13053213399224084,0.7647086582672199,0.5886795467321486,1.0673512624162276,0.9429146666396725,0.26788015658646525,0.2778583283200655,0.826303391383997,0.6738438824125892,1.1332686179190572,0.7969242630035756,0.9735069558215456,1.0960545062517768,1.2420287381978217,1.0361573895456768,0.5969366948688057,0.4537392917305244,0.888347262321998,1.042173071253338,0.533546383412502,0.7254927574455133,0.7999038517171143,1.192568883585466,1.23160698605743,0.8253726368669159,0.6192192676582156,0.49427550717719737,0.6560574883615197,0.8245151052528392,0.3891756629843166,1.3002167784590526,0.6453376774208914,0.4091304136972051,0.9627431473412611,0.04142830121098463,0.32374123769500457,0.39054600113772875,0.6451290324197313,1.260403726466562,0.5641825258079516,0.6333049064496857,0.7849524942468801,0.9098579352995791,0.4494904384869586,0.6410719778406492,0.5035460621783708,1.3700197843066702,0.37495099588362785,0.45521642001060336,0.6506845643456238,0.5237298832069704,0.8000158176313094,1.005562636135111,0.9777567869413006,0.34008720156586675,0.48599676975798045,0.5121695980360628,0.755794535930309,1.002585723648744,0.7897867380506327,0.6589974053953346,0.7939806076397788,0.6537492394956824,0.6384780341185771,0.48939961760004286,0.542615512336474,0.784349023333337,0.9963733854176248,0.3393038676866183,0.4464865846276954,0.4645261827051661,0.5766735333640474,0.6012029016005471,1.2558526370788714,0.4242439052400616,0.8197091303921618,1.0512760915106198,1.142735564200022,0.8187022081812367,-0.005116572035741388,1.3534795077052457,0.5546858195166752,0.7385736686213796,0.8183632474441254,0.6992786517428974,0.7972269925539541,1.1279558112875638,0.5322396857851628,0.700931299774744,0.22725034244240852,0.8437992546933624,0.4415940810257956,0.9957486625848354,0.5828587548817062,0.10360269590732102,0.5410862994171506,0.5464962476745477,0.6038450143402073,1.1856250345973538,0.839973122293698,0.5251605919164546,0.7005286064327819,1.0539821556908415,1.151810808240125,0.7417673400919776,1.444296863116866,0.83038503223704,0.8447692198225976,0.8484440892577136,0.444512119402292,0.13973685264869243,1.0722486079688172,1.1882914465001835,0.3726494217208317,0.7289339615410464,0.7564353081430085,0.899426444629493,0.522280002738389,0.8747047847134868,0.8670556596382067,0.22369218431745075,0.3904652255088647,0.012941694219024816
10000034,0.7493589185997362,0.9301056973440189,0.7497478536641171,0.7322293921573229,0.7442649507992581,0.443901708225275,0.758026894595694,0.8048322948710152,0.492654255996,0.7579337443199842,0.6170705338519428,0.4849601075599911,0.9735756218138679,0.4828637176565161,0.6206272675199812,0.5814434524971914,0.9157816668548738,0.5227135765619129,0.5411149079137253,0.44160997203315056,0.12722097605833974,0.557171894704703,0.8515612654620623,1.0749743202463544,0.4889348304629186,0.4829756703695428,0.2908541873024253,0.7400277681931257,0.8298368644855862,0.8100896365947219,0.8102538098151716,0.9562079549000096,0.5144075570900927,0.4107242706440188,0.6970102073802461,0.8043626154314453,0.6782799661654653,0.9816429010434139,1.0523430532279376,0.4309110749537632,0.3085759368863364,0.7036451892664334,1.0086277298506716,0.4335376483216362,0.997453673491103,0.6365872341740787,0.8860313897050047,0.6395291560209626,1.2142435996389767,0.6369570797465406,0.36098576148870504,0.8515891324418622,0.9641499964942672,0.9085656306696996,0.6935798541384179,0.8255680374849138,0.4244501605236616,0.4287143984457936,1.021904572822952,0.4067494885021978,0.7327852272261431,1.1590070645531843,0.5691495354206314,0.47355940846608074,0.8437632340142488,1.0425050749660887,0.7726625008068627,0.5241827206560077,0.6963461604140426,0.36888277006605347,0.9381848007071044,1.1848469966450612,0.9347606088867825,0.9537982007745521,0.8411794155318609,0.5329029052358253,0.5026525724689063,0.7042282773069342,0.8575775693195002,0.9708797534224538,0.7399627308171635,0.567634922561626,0.22408325143486582,0.5545178500665887,0.5165734105783555,0.5974878029294032,0.7553320934965732,0.8706785710584648,0.898536076108299,0.7311820757555411,0.5105556028812698,0.8883241605125332,0.7061894934566538,0.2395255593672791,0.8209035668338283,1.3303324328980237,0.9797840493606468,0.3304120818569438,0.6581352235534991,0.6957682327512623,0.7448246071243612,0.8763601107958455,0.6146946661865188,1.1707315590769456,1.4387385606302507,0.3982198265245892,0.6576155864137564,0.0888893188452137,0.5423642003822192,0.8864736302928052,0.6840085591337948,0.6094468214368719,0.653639655222508,0.9557511188558799,0.7051926625667276,0.5784549748781047,0.6762740823633652,0.819068207675663,0.7011199519950035,0.8932675145898784,0.6971509720608897,0.5663404093256579,0.6129636201350315,0.6168673210641696,0.3862145401322651,0.860129521031123,0.4775157896688022,0.49353947860433944,0.8195436844376395,0.6002987110846711,0.6584893519553325,0.45258365815716967,0.5640406448953067,0.3598234973303302,0.3177628502900614,0.6922555628605163,0.02973389460478253
10000038,0.28688678267668366,0.32107499585875954,0.6131879471937106,0.5364578789684571,0.5715029175843075,0.5094435149086834,0.5191973992557265,0.7045230288012003,0.3001475493558802,0.21902470029705218,0.7030673222803385,0.5477292887599283,0.5724983920722365,0.4797670899368304,0.4966597812652441,0.6305175365200814,0.8926472681056018,0.8129994538509869,0.29436552947217,0.3498738264881221,0.45889740986694916,0.27981688903698426,0.17165573541998003,0.35118690413263143,0.618171182760861,0.6599194376465335,0.28667988981566234,0.8413774004095127,0.6941976923365182,0.9341524072235063,0.6620320326519875,0.5514682343604029,0.6270245266220638,0.5625750990456422,0.40215388402308955,0.4286646208118213,0.35723556375647353,0.927356523237293,0.9010143284906365,0.732365043873927,0.23805364087454794,0.517977809775049,0.6810358987186756,0.5601793189395998,1.1529322884341453,0.5052492843169786,0.7035046109663344,0.4103701767778634,0.6478021714388645,0.673184229105367,0.3789910100442778,0.5391109547017706,0.5226553358352835,0.6977951120304304,0.35465430139306714,0.20776636243609287,0.2378226089563112,1.0079842450495988,0.584245173713224,0.4862882251058015,0.6122706210801178,0.09427330098341226,0.7558546009271082,0.4145355902413551,0.8650525521557945,0.7923916838712438,0.8241794628109513,0.43145995622983224,-0.02300445965875436,1.0112707957939946,0.928199525927865,0.2337629998296487,0.625323558672017,0.6858132776275232,0.4586554496344803,0.6084355653737988,0.5995725946662421,0.6616921033176836,0.514956044722602,0.5482862344062693,0.5446894153755303,0.19322030232153337,0.7683142735756996,0.3580453717912562,0.6010347595823108,0.20503217114358108,0.6380769282510571,0.5923120752952353,0.9591202021770208,0.522719043572886,0.8670146685098332,1.0724611897445722,0.48708818247391966,0.5495003944548342,0.6375102128906193,0.49525670667438937,0.39797461070737056,0.5606746547956254,0.8462762266488516,0.2576943821406723,0.6059685856178478,0.5041500125610602,0.18689873604076487,0.24573551951542744,0.6110858677339246,0.817919896085178,0.5479700989171851,0.6867441052604262,0.4496425106431096,0.5501088767549943,0.09988774885769493,0.8253176872471696,0.565192305767533,0.6515904537246783,0.7250065598801961,0.5260504095346826,0.5790273095193961,0.6791880539427982,0.37588742952311205,0.6462299370382055,0.725153187332277,0.5658386789310116,0.8103310444854273,0.49493702273163,0.3446383036317532,0.967639585689349,-0.15421330088993032,0.7950498553255577,0.3855712389324721,0.3924738249400303,1.034190055610404,0.27029941354765613,0.3224672485822681,0.30021985299119036,0.3688224464061543,0.1088544939036646,0.1310547856205547
10000040,0.11796827321619344,0.19307153781466657,0.6097966681487578,0.09723340932551577,0.3974256315144239,0.955032890450487,0.49031398938972737,0.2944089513763633,0.3465817768790387,0.4927246094844162,1.1093731799925195,0.44305188655734684,1.2030598679732885,0.5116633090759325,0.9621657433878884,0.6857923309272815,0.06574219814473029,0.5947145664755333,0.744801307270809,0.9500752754473232,1.195440821244667,0.3424576606502218,0.49170001501988697,0.8276936867510669,0.6415197594037969,1.3057269380271095,0.8168898559151059,0.3109691988585606,0.7207833926375871,0.8893142493412391,-0.08106366220097214,1.643885097295325,1.4913004601685287,0.5489912041689663,0.1736051015900389,-0.00533006780694543,1.0681999995357507,0.17235272340220564,0.6784835806950827,-0.07013863324376206,0.30511574418208937,0.8367814400823682,1.3357905348286312,1.013010758557385,1.0224468953233692,0.45344685887439445,0.5512097626318394,1.2662063878790264,0.8790357396163279,0.8338440268967379,0.5821869398842445,0.5704616409962193,0.824305816302673,0.6068030137507971,0.7985161968921074,0.6364932516109233,0.5699805733951996,-0.39483156497149147,0.31042239032258084,0.8934069988703048,-0.07612277803789864,1.1349059650010993,0.8715355578048514,2.0344561005628976,0.5895086634385586,0.6602702860434632,0.379445465566187,0.7300000826779206,0.8487122070614624,0.598214216004991,0.3850776782233548,0.8143348030719236,1.1679577495898354,0.2900947953121402,0.17991448373191787,0.6174562415510554,0.21759750052574048,0.6253284318322359,1.4532581118735814,0.6981128560389551,0.9083465783847631,0.39469105384551656,0.3593671622717119,0.16773338783788114,0.29187762178332927,1.3725722632413613,0.20389683330786923,0.13954108006105692,0.8397657718291427,1.080330178785544,0.16469925641604943,0.2860595850918693,0.6030858275519122,0.3805721222498727,0.8747155485161249,1.1699211648369139,0.4980016829000621,-0.06259885880587111,1.132911868256824,0.8352136487203945,0.6341499354063163,0.4758789709715861,0.37075673489741506,0.9203596127122744,0.9650572668818174,0.5835099191441554,0.6767005338745762,0.12826573885504833,0.7391634027179228,0.46959506778332705,0.5408395674081882,0.8236197516977627,0.9497442446496964,0.48589554974464433,0.8354308594672958,1.2524398239460899,0.6427031288853059,0.7335808326385943,0.42717015310201595,0.9449218209215632,1.0994250289954361,0.16375045392139198,0.5751223408197642,1.4869424683393535,0.21406722273670362,0.6588852755464805,0.246875882166213,0.9445539068701803,0.6151808897979606,0.1531400306823132,-0.0581541336893021,0.18511238886969927,0.26050017389177677,0.41819971646968385,0.24792318320905257,0.5011601492001697,0.04292751674439427
10000041,0.7082946935640397,0.9757428422051189,0.7629929306679752,1.0773058891433374,0.45093982540634375,0.47144516912510176,1.2609408226136705,0.8694382034301731,0.37659586691602853,0.7083931224958572,1.0989200822430913,0.12263454267247317,0.8310219759032325,0.2412978885082182,0.8624302245510647,0.36669598041233004,0.7555023431284466,0.6791533556853211,0.7529215588262994,0.5130805573963813,-0.23113171462255572,0.8568670612459967,0.889577694469904,0.7082702432549598,0.46324516232115637,1.246913149120653,0.7574678823827383,1.134445962842994,0.9477606180680422,0.5864509456960028,0.5688588541526676,1.0264744758665518,1.317533811329416,0.21465168220141584,1.4805178666515466,1.2240891824698303,0.15758992724674112,1.6460315777248236,1.1129464270504004,1.0941627761312975,0.3372812637266478,0.7478120538332288,0.8838686417013449,0.6029022802825532,1.4172325606899598,0.7112310014163569,0.5937746881706158,1.0422715839642032,0.7580444335713697,0.10192448375459624,0.2860121499789555,0.24085939479128132,1.2113873361833016,1.2022555129915349,0.5656911334641529,0.8720239581844255,0.47535383739490294,0.5747066761618272,1.1775988335797427,0.3256893959954351,1.1491154807043398,0.5398425675815157,0.37402352868402833,0.21764239710352332,0.7638144437661077,0.794835004063617,0.8766780452390929,0.42294874363064316,0.49625314491563,0.36377397019052626,0.8922666239360133,0.9380818548228125,1.18994412112478,1.0756634460233756,1.5880804842329574,0.8817119661136301,1.0668830064099764,0.2724178770864666,1.247211976820245,0.7263079136420981,0.816481878226718,0.9513736249856523,0.30238584878547503,1.1565073441744977,0.3480987244342924,0.8401855085944355,0.1532291401078409,0.7278439639343472,0.9125444374084619,1.564843508183178,1.6404013653787888,1.1363150196078882,0.23759337016191215,0.2547035032545384,1.3436877575663047,1.2935458730973415,1.0152219187217795,0.7266076795773005,0.7406951925939984,0.5766781259576147,1.3007143041310387,0.8032002890764313,0.48001670917590367,0.8295926796456273,0.891877801961905,0.8076190630044482,0.7342145283915664,0.3808286315920575,0.6111489160891511,1.2521212556248875,0.6964234825018055,0.6229141864612778,1.2693951238338854,0.6884041747678701,0.6027780832018939,0.9606038105106444,1.362975841015064,0.9931581218197006,0.823294847305119,1.5105943063620728,0.8725127082990036,1.0947486500316352,0.8631658233755873,0.27070601398022887,0.4138559924655452,0.7935685248160425,0.6571885527573003,0.24290859766227552,0.9945979792997398,0.6409578551818828,1.2994572129748043,0.6719042824087168,1.009105334677324,0.5351545529216595,0.4026579345126577,-0.020133695068127632,0.006138974182038509
10000045,-0.1682540526569533,0.4739914364333115,0.7182695560895372,0.8136477385283465,0.49285899287233437,0.9243146224840251,0.5243161881165114,0.9438469692040208,0.24023708039503067,0.38285004838454767,0.6151427887683916,0.724825995146717,0.632963413152536,0.6159263244519947,0.5582484086509021,0.5190458908650208,0.4276930538527491,0.7941471094775566,0.5653178676354543,0.5814500575613958,0.6783392343883619,0.2733879517346704,0.2715418286528194,0.4864104898305465,0.9642663095904666,0.6325153120339984,0.17801172625684242,1.0135907053687574,0.24355803755381977,0.7627760542577013,0.8437504761718824,0.16129957536220638,0.2698505960227222,0.8341019279119715,0.24205374861526194,0.6649244500901167,1.4176090808791693,1.0387675809191939,0.6057067544150415,0.2977743224447111,0.790090991750635,0.5900139900620716,0.21124903428763395,0.2007310612052876,0.45904817505153456,0.33604718830829033,0.5140212674107615,0.3405568363213327,0.03508046036323132,0.9400043504465164,0.48313355441311945,0.7831341696477013,0.6119024487651106,0.08609425218596044,0.5074713580852942,1.0541621125324154,0.769209870041983,0.4738299469091671,0.1650044735579536,0.714304822451368,0.8087080159323177,0.2231571621705349,0.5965822205026162,0.8060478822244436,0.40801357037269265,0.6379602828323461,0.3549873266113698,1.2642841802130733,0.247192364807314,1.0599800230021146,0.3915788169461061,0.8405696475332152,0.9459610917378255,0.29489068387720296,0.2760008952846893,0.46797312804105107,0.6125415729185564,1.100100486708959,0.4880720118914967,0.6366958572842012,0.6126870796215265,-0.46058661840244536,0.8432240313087028,0.554261112125907,0.6650174240764829,0.40611373220842767,0.48020940348709784,0.7283147460377329,0.6923383252932518,0.1682926502871195,0.13598496484766065,1.3189584548011843,0.7712484969122996,0.9372980061587259,0.5384775737603401,0.11962592332892558,0.2905431703408959,1.0544315058292064,1.3538864631021092,0.6089920518043825,0.2590733466209609,0.3888567383538416,0.5042720617553442,-0.11183741082194407,0.3118416171390007,1.0629978209745152,0.9018106160026719,0.9301731985917098,0.5963836427826504,0.5537555689003296,0.8009997394118356,0.7218393391825503,0.255052577642691,-0.05172206813569819,0.5480583044336824,0.4514839819107015,0.8057446593086969,0.6575614434531547,0.5645121480217546,0.5795172696967822,0.7479544725170434,0.3577254184561249,0.15083841693289773,0.519686223428227,0.3372052766140094,0.8829871727022399,0.580478393570949,0.7185477287769455,0.29372802043910656,0.6771967011537973,0.5756498999312621,0.588615962494465,0.6797989018815123,0.16986468849458378,0.2697454468140512,0.28314617901363337,0.14476122794285035
10000073,0.5302098155886333,0.7226444048594448,0.5491119361381189,0.8982746317405336,0.5390699401083112,0.91169749177543,0.8528346060028857,1.0372243493947175,0.35651529409251337,0.7856220416965325,1.0007085254817345,0.4292332423383162,0.7089923323121812,0.6401722961688228,0.46811202696628584,0.7628948010688474,0.6850050478396636,0.8356767345982496,1.216913407874136,0.7425889950476687,0.3118327229991458,0.886643135772196,0.999975532730923,0.5879467243628497,0.5555512285891208,0.693739392208956,0.6859367076516882,0.99552224494625,0.5456274348201033,0.45087156156798514,0.8299468325802776,0.402943970197255,0.939232383778604,0.5753976576371843,0.5707883442293125,0.8295808825931971,0.9150813186601083,0.7086373560116248,0.5897211033548031,0.48982837677866603,0.5850986071375434,0.5424774894315348,0.16315076337550177,0.4457019192464659,0.529249657109669,0.4237246564821647,0.4750020444220818,0.799673432904153,0.3942879588669065,0.662603421763418,0.458530472826231,0.45462085195529245,0.8745814836713486,0.7167589675144248,0.7118118757611793,0.7835874864310001,0.7723390076391324,0.5346607847976838,0.4410135895336512,0.6187047028221624,0.9329404622391277,0.3579986636201181,0.6552753592677367,0.377327740672497,0.7364847167647816,0.6354544585112191,0.6556245903514005,0.9781190838259118,0.665671909753886,0.6616448181154794,0.6350113439657601,0.7173979327282136,1.1546323769897766,0.6289281329448221,0.651847880612473,0.6026826768168528,0.6634230950678786,0.555007215536702,0.7816960666336372,0.6151916818434854,0.6754921569087283,0.4608726423228205,0.854717448525552,0.9076110662428474,0.5828055009614846,0.6701769559003444,0.7263242415053267,0.6210703645451495,0.8029376820817874,0.9140101061467482,1.19375381822712,1.2548084813983154,0.6664528385463,0.6122808178264185,0.8588860482451752,0.4122202190718452,0.5068501908658745,0.8602357730503906,0.7337473205878211,0.6189549109186955,0.6491038944634685,0.4356346552418809,0.794089000701585,0.50739831823755,0.6708842261070382,0.7686991989029598,0.718999909349624,0.5957049484108907,0.6432278960316442,0.4677707782297306,0.684340553358411,0.6068199377836495,0.5577423602993424,0.397091813736819,0.23902488949010758,0.6541302243331342,1.161247930665776,0.7191595446649137,0.6859759554747407,0.8099376014954142,0.48584368553538887,0.8361745722581684,0.6225254393589091,0.3817468298066345,0.5566137604764502,0.4503538496769553,1.0131470445656825,0.4102562782431603,0.5589754019939925,0.8705944682098065,0.883287074982692,0.5984366297396152,0.8202719974245862,0.7417930875496224,0.19242514394705235,0.45437550422079337,0.06421201684593313
