BatterID,PitcherID,OPS
10000525,10000328,0.188
10001043,10000613,0.27
10000440,10005879,0.167
10003208,10000328,0.167
10000040,10001161,0.167
10000045,10000886,0.111
10000593,10005337,0.091
10000439,10005879,0
10000590,10005337,0
10006044,10001993,0
10000731,10001154,0.815
10001314,10000189,0.984
10000081,10000986,1.412
10000723,10000986,0.891
10000317,10000986,1.181
10001911,10000189,0.857
10001309,10000931,0.594
10001133,10000986,0.94
10000089,10005835,1.778
10001009,10006353,1.223
10000393,10002098,1.556
10000533,10000931,1.417
10000860,10000981,0.883
10000826,10000931,0.722
10000681,10001154,0.701
10000870,10000117,1.667
10002087,10000117,2.167
10001320,10000931,1.334
10001896,10002098,1.5
10006088,10000189,1.222
10002013,10005311,0.534
10000954,10000981,1.833
10000487,10001031,0.75
10000918,10001031,1
10001038,10000189,0.733
10005445,10005835,1.111
10000534,10005311,1.017
10000450,10000189,1
10001313,10000931,0.969
10000301,10000986,0.637
10000350,10000189,0.813
10000312,10000986,0.491
10001047,10000931,1.167
10001094,10001154,1.7
10000038,10005835,0.9
10000530,10000981,1.7
10000173,10007361,0.833
10000041,10005913,0.833
10000040,10005913,0.666
10000682,10000155,0.572
10000485,10001031,0.873
10000077,10005835,0.904
10000073,10001031,1
10000525,10005311,0.6
10000542,10005311,0.473
10001325,10000931,0.455
10000357,10000189,0.445
10000311,10000986,0.51
10005589,10001031,0.533
10001947,10000986,0.953
10000439,10006183,0.5
10000859,10000117,0.334
10000908,10008667,0.334
10000812,10005311,0.334
10000737,10002098,0.542
10000209,10000694,0.536
10003163,10000155,0.393
10000499,10001031,0.347
10000258,10000694,0.472
10005299,10006353,0.347
10000529,10005311,0.531
10000352,10000189,0.297
10003193,10000986,0.148
10000343,10000189,0.21
10000255,10005835,0.167
10000440,10006183,0
10000734,10008667,0
10005308,10006183,0.333
10001088,10000155,0.125
10000405,10002098,0.167
10001961,10008667,0
10005530,10007361,0.286
10000489,10008667,0.167
10000771,10000432,0.952
10001365,10000066,1.685
10000089,10000426,0.766
10000455,10000335,0.902
10000450,10000977,0.951
10000439,10000335,0.667
10000393,10001629,1.614
10001361,10000066,0.693
10000137,10001064,0.692
10001371,10000066,0.646
10001357,10001629,0.977
10000407,10001629,0.467
10000768,10000426,0.982
10000737,10001629,0.826
10000442,10001335,0.968
10000129,10001064,0.988
10000405,10001629,0.865
10000579,10001629,1.402
10000600,10001335,0.714
10000077,10000426,0.948
10001279,10000564,0.643
10000038,10000426,0.581
10000994,10001064,1.517
10002094,10000066,1.154
10000679,10000805,0.971
10000638,10000066,0.938
10001319,10003284,0.816
10000255,10000426,0.727
10000769,10000432,0.547
10000314,10003284,1.175
10000219,10001335,0.751
10000266,10001187,1.169
10001043,10000371,0.827
10001896,10001629,1.039
10000678,10000805,0.647
10000258,10001187,0.686
10000084,10001335,0.358
10003298,10001250,1.667
10000685,10000805,1.142
10001010,10005234,1.285
10000689,10000371,1.285
10000304,10001335,0.888
10000593,10001335,1.271
10000350,10000977,0.917
10005235,10003284,0.872
10000121,10001064,1.144
10001267,10000564,0.967
10006662,10001335,0.939
10000916,10001064,0.563
10000590,10001335,0.863
10000440,10000335,0.547
10000125,10001064,0.722
10000909,10001250,1.667
10001123,10005234,1.267
10000493,10000371,1.223
10001862,10001250,1.5
10001179,10000371,1.071
10001320,10000095,0.944
10000261,10001187,0.875
10001911,10000977,0.75
10000635,10003284,0.666
10001322,10001064,0.462
10001087,10001243,0.606
10000485,10001154,0.539
10000448,10003284,0.693
10000674,10001243,0.561
10001261,10000564,0.389
10001130,10005234,1.167
10001271,10000564,0.971
10001173,10000371,0.9
10000357,10000977,0.762
10001966,10000564,1.262
10000691,10001250,0.666
10003217,10001629,0.666
10001369,10000066,0.715
10000352,10000977,0.661
10000854,10001154,0.873
10005741,10000371,0.804
10001089,10000432,0.739
10000494,10000432,0.583
10000214,10000805,0.625
10001314,10000977,1.253
10002054,10001187,0.666
10006354,10001064,0.586
10001185,10000371,0.733
10001170,10000371,0.967
10001313,10000095,0.4
10000533,10000095,0.455
10001325,10000095,0.481
10000780,10000432,0.286
10000770,10000432,0.368
10001216,10003284,0.25
10001280,10000335,0.833
10000540,10001243,0.533
10001988,10000426,1.133
10001095,10005234,0.533
10000684,10000805,0.334
10005363,10000564,0.334
10000539,10001250,0.834
10001129,10005234,0.453
10005888,10001629,0.286
10000813,10003284,0.714
10000675,10000805,0.347
10000779,10000432,0.35
10005445,10000426,0.322
10000126,10000426,0.244
10000045,10001064,0.158
10001038,10000977,0.125
10000437,10000335,0.143
10001309,10000095,0
10000209,10001187,0.111
10000733,10001250,0
10001052,10000805,0.167
10005308,10000335,0
10001223,10000977,0.167
10000077,10001350,1.169
10000854,10001203,1.357
10000492,10001157,0.917
10000439,10000342,0.86
10000089,10001350,0.805
10000498,10001157,0.878
10000125,10001303,1.516
10000777,10000249,0.783
10000529,10001065,0.612
10000733,10001157,0.606
10000455,10000342,0.945
10000769,10000469,1.404
10001911,10004421,0.977
10000534,10001065,1
10000045,10001303,0.591
10000129,10001303,0.485
10000911,10000843,0.431
10000485,10001203,0.955
10001279,10000569,1.117
10001089,10000469,1.121
10002094,10000466,0.975
10000525,10001065,0.827
10000445,10001157,0.511
10000038,10001350,0.512
10005307,10000843,1.125
10000123,10000466,1.055
10000691,10001157,0.781
10000859,10000249,0.819
10001371,10000466,0.963
10000954,10000364,0.666
10005384,10000364,0.833
10005363,10000569,0.693
10001365,10000466,1.087
10003298,10001157,0.875
10000826,10001017,0.946
10000352,10004421,0.956
10001361,10000466,0.841
10000870,10000249,0.443
10001000,10000372,1.467
10000768,10001350,0.804
10001325,10001017,1
10001261,10000569,1.071
10002013,10001065,1.429
10001862,10001157,1.207
10000220,10000364,1.125
10000723,10005232,0.819
10000217,10000843,0.875
10000357,10004421,0.733
10000770,10000469,0.967
10002093,10000843,1.122
10001133,10005232,1.111
10000584,10000372,0.666
10000081,10005232,0.6
10006046,10000843,1
10001223,10004421,0.481
10003343,10000466,0.464
10002087,10000249,0.733
10000857,10000249,0.35
10001314,10004421,0.441
10000542,10001065,0.478
10000137,10001303,0.453
10000530,10000364,1.167
10005306,10006824,1.5
10000533,10001017,1.5
10001009,10000372,1.5
10000867,10000249,1.166
10005299,10000372,0.833
10000493,10006824,0.762
10000862,10000364,0.833
10000990,10000372,0.661
10000539,10001157,0.661
10000437,10000342,0.73
10001043,10006824,0.572
10001170,10006824,0.775
10001274,10000569,0.625
10001954,10000843,0.875
10000343,10004421,0.583
10001313,10001017,1.083
10001267,10000569,0.65
10001179,10006824,0.522
10000311,10005232,0.778
10002076,10000843,0.586
10001011,10000372,0.444
10005498,10000364,0.4
10000213,10000843,1
10000909,10001157,0.398
10001182,10000843,0.308
10000353,10000276,0.445
10000440,10000342,0.385
10000491,10000249,0.343
10000994,10001303,0.69
10000856,10000249,0.375
10001271,10000569,1
10001168,10000466,1
10003328,10001017,0.629
10002054,10005315,0.5
10001280,10000342,0.334
10003193,10005232,0.834
10000955,10000276,0.334
10000487,10001203,0.429
10001966,10000569,0.722
10001320,10001017,0.625
10001918,10001203,0.347
10000771,10000469,0.587
10001309,10001017,0.444
10000918,10001203,0.408
10001369,10000466,0.2
10000121,10001303,0.349
10005377,10001157,0.182
10001185,10006824,0.167
10000350,10004421,0
10000317,10005232,0.375
10000499,10001203,0.333
10000301,10005232,0
10000302,10005232,0.167
10000260,10005315,0.333
10005741,10006824,0
10000227,10000364,0.143
10006354,10001303,0.143
10001368,10005848,0.5
10000312,10005232,0.083
10001002,10000193,0.877
10001325,10000101,0.931
10000440,10000330,0.906
10000137,10001290,0.874
10000439,10000330,0.579
10000584,10000193,0.746
10001313,10000101,0.781
10000990,10000193,0.69
10000455,10000330,0.483
10000350,10001353,1.94
10000638,10000622,1.214
10001085,10000506,0.83
10001000,10000193,0.888
10000045,10001290,0.807
10002076,10005587,1.667
10001038,10001353,1.438
10000485,10000746,0.722
10001090,10000506,0.807
10001009,10000193,0.666
10000129,10001290,0.745
10000125,10001290,0.802
10000352,10001353,1.7
10000735,10000519,0.955
10001168,10000622,1.175
10001094,10000506,0.908
10001309,10000101,0.623
10000994,10001290,0.574
10001368,10000519,0.404
10001212,10001202,2.381
10005445,10001333,2
10000077,10001333,1.953
10005498,10005351,1.25
10001989,10005587,1.125
10000213,10005587,1.375
10001170,10003142,1.25
10001280,10000330,1.5
10001088,10000519,1.3
10000682,10000519,0.616
10005589,10000746,1.467
10004784,10001202,2.267
10003208,10001072,1
10000718,10000071,0.858
10000780,10003360,1.301
10000826,10000101,1.786
10001182,10005587,0.944
10000357,10001353,1
10000534,10001072,1.125
10000684,10000807,0.819
10005299,10000193,1.067
10000525,10001072,0.6
10001314,10001353,0.717
10000600,10001202,0.837
10000533,10000101,0.55
10000437,10000330,0.316
10005633,10005587,1.417
10001184,10001072,1.1
10003328,10000101,1.166
10005307,10005587,0.929
10006056,10000506,1.166
10001422,10000622,0.833
10005308,10000330,0.762
10006088,10001353,1
10001185,10003142,0.804
10000089,10001333,0.804
10001223,10001353,0.572
10000731,10000506,0.73
10001361,10000622,0.661
10001083,10000506,0.708
10002013,10001072,0.708
10000214,10000807,0.444
10006354,10001290,0.697
10001179,10003142,0.967
10000854,10000746,0.92
10000679,10000807,0.808
10000529,10001072,0.4
10000918,10000746,0.633
10001089,10003360,0.49
10000446,10000506,0.432
10001320,10000101,0.775
10000590,10001202,0.521
10001132,10000519,0.25
10000084,10001202,0.9
10001365,10000622,0.583
10005384,10005351,0.453
10005480,10000506,0.453
10006164,10000330,0.334
10000911,10005587,0.417
10001052,10000807,0.393
10000496,10000746,0.393
10000771,10003360,0.476
10000542,10001072,0.393
10000601,10000519,0.472
10000769,10003360,0.347
10001011,10000193,0.384
10001911,10001353,0.182
10000770,10003360,0.222
10006007,10000330,0
10000442,10001202,0.3
10000038,10001333,0.143
10000499,10000746,0.333
10000678,10000807,0.333
10000121,10001290,0.125
10000123,10000622,0.167
10000217,10005587,0.5
10001371,10000622,0
10000487,10000746,0.091
10000870,10000153,0.817
10001011,10003212,1.143
10000439,10000328,0.793
10000455,10000328,0.762
10000442,10001025,1.183
10001282,10000886,1.086
10006662,10001025,0.914
10000590,10001025,1.143
10001280,10000328,1.557
10001945,10005327,1.25
10005530,10000886,1.445
10000440,10000328,1.085
10006046,10002066,1.001
10000304,10001025,0.91
10000350,10005327,1.083
10001911,10005327,1.126
10000173,10000886,1.043
10001000,10003212,0.511
10000859,10000153,0.699
10000352,10005327,1.6
10000772,10000886,1.2
10000638,10000367,0.734
10000084,10001025,0.444
10000777,10000153,0.628
10001002,10003212,1.5
10000357,10005327,0.75
10002094,10000367,1.125
10000453,10000886,1.178
10000450,10005327,0.733
10000405,10001337,0.889
10002093,10002066,1
10000406,10003212,0.664
10000177,10000886,1.017
10001009,10003212,0.408
10000219,10001025,0.504
10000771,10005879,1.1
10000780,10005879,1.333
10005834,10003212,1.166
10002076,10002066,1.154
10000584,10003212,0.715
10000737,10001337,0.661
10001371,10000367,0.583
10001354,10000886,0.583
10001223,10005327,0.625
10000911,10002066,0.5
10001314,10005327,0.625
10001038,10005327,0.555
10001954,10002066,0.444
10001365,10000367,0.522
10000217,10002066,0.94
10000165,10000886,0.697
10000393,10001337,0.873
10001361,10000367,0.6
10000491,10000153,0.398
10000600,10001025,0.625
10002087,10000153,0.729
10000407,10001337,0.357
10005299,10003212,0.414
10000990,10003212,0.49
10000176,10000886,0.288
10000344,10005327,0.4
10000770,10005879,0.533
10001168,10000367,0.533
10000769,10005879,0.619
10000856,10000153,0.334
10000213,10002066,0.417
10000437,10000328,0.429
10001182,10002066,0.425
10001005,10000153,0.25
10000857,10000153,0.258
10000719,10001025,0.321
10001896,10001337,0.167
10000593,10001025,0.2
10001089,10005879,0.167
10005751,10000886,0.125
10000123,10000367,0.167
10000718,10000291,1.23
10000854,10000931,0.817
10006662,10000189,0.727
10001005,10000694,1.091
10000073,10000931,0.988
10000442,10000189,1.278
10000137,10000155,0.832
10000875,10000189,0.586
10001087,10005288,1.5
10000177,10000113,1.156
10000737,10001345,1.036
10000487,10000931,0.789
10000734,10000291,0.907
10000600,10000189,0.824
10000485,10000931,0.802
10000129,10000155,0.576
10000031,10005288,0.553
10000772,10000113,1.255
10000598,10000291,1.283
10001282,10000113,0.929
10000176,10000113,0.859
10000040,10005288,0.794
10001911,10001305,0.649
10000125,10000155,0.563
10005306,10006353,1.334
10000685,10006172,1.142
10001971,10000291,1.181
10000450,10001305,0.8
10001945,10001305,0.728
10006354,10000155,0.972
10000350,10001305,0.8
10000590,10000189,0.821
10000496,10000931,0.8
10000499,10000931,1.035
10000045,10000155,0.55
10000777,10000694,2.467
10005661,10000291,1.667
10002087,10000694,1.25
10001314,10001305,0.875
10000723,10005913,0.75
10000918,10000931,0.733
10000489,10000291,1.011
10005384,10002046,0.583
10000034,10005288,0.539
10000691,10003259,0.428
10001322,10000155,0.639
10000352,10001305,0.44
10000165,10000113,0.492
10001185,10006353,1.167
10001361,10005835,1.167
10000405,10001345,1.171
10000733,10003259,1.533
10001896,10001345,1.166
10001966,10000970,1.666
10000862,10002046,1.166
10000492,10003259,0.572
10000407,10001345,1.047
10000445,10003259,0.875
10001038,10001305,0.5
10000682,10003322,0.775
10000954,10002046,0.444
10000029,10005288,0.778
10000859,10000694,0.633
10000121,10000155,0.555
10005589,10000931,0.573
